query_id,source,status,retrieved,total_hits,retrieval_complete,truncated_at_limit,error,started_at,completed_at
robotic-ultrasound,pubmed,ok,6,6,True,False,,2026-09-21T09:17:31.983205+00:00,2026-09-21T09:17:33.042891+00:00
robotic-ultrasound,europepmc,ok,4,4,True,False,,2026-09-21T09:17:33.443839+00:00,2026-09-21T09:17:34.321295+00:00
robotic-ultrasound,openalex,ok,35,35,True,False,,2026-09-21T09:17:34.722144+00:00,2026-09-21T09:17:36.082305+00:00
robotic-ultrasound,arxiv,ok,2,2,True,False,,2026-09-21T09:17:36.483326+00:00,2026-09-21T09:17:37.697924+00:00
embodied-endoscopy,pubmed,ok,7,7,True,False,,2026-09-21T09:17:38.098547+00:00,2026-09-21T09:17:39.038294+00:00
embodied-endoscopy,europepmc,ok,3,3,True,False,,2026-09-21T09:17:39.439249+00:00,2026-09-21T09:17:40.105707+00:00
embodied-endoscopy,openalex,ok,19,19,True,False,,2026-09-21T09:17:40.506428+00:00,2026-09-21T09:17:41.217970+00:00
embodied-endoscopy,arxiv,ok,2,2,True,False,,2026-09-21T09:17:41.618992+00:00,2026-09-21T09:17:42.153980+00:00
tactile-examination,pubmed,ok,2,2,True,False,,2026-09-21T09:17:42.554826+00:00,2026-09-21T09:17:43.479227+00:00
tactile-examination,europepmc,ok,3,3,True,False,,2026-09-21T09:17:43.880197+00:00,2026-09-21T09:17:44.526607+00:00
tactile-examination,openalex,ok,9,9,True,False,,2026-09-21T09:17:44.927407+00:00,2026-09-21T09:17:46.175011+00:00
tactile-examination,arxiv,ok,0,0,True,False,,2026-09-21T09:17:46.575962+00:00,2026-09-21T09:17:47.043534+00:00
diagnostic-sampling,pubmed,ok,3,3,True,False,,2026-09-21T09:17:47.444350+00:00,2026-09-21T09:17:48.336840+00:00
diagnostic-sampling,europepmc,ok,1,1,True,False,,2026-09-21T09:17:48.737778+00:00,2026-09-21T09:17:50.327698+00:00
diagnostic-sampling,openalex,ok,4,4,True,False,,2026-09-21T09:17:50.728645+00:00,2026-09-21T09:17:51.184754+00:00
diagnostic-sampling,arxiv,ok,0,0,True,False,,2026-09-21T09:17:51.585653+00:00,2026-09-21T09:17:52.063316+00:00
active-diagnostic-agents,pubmed,ok,1,1,True,False,,2026-09-21T09:17:52.464021+00:00,2026-09-21T09:17:53.523172+00:00
active-diagnostic-agents,europepmc,ok,2,2,True,False,,2026-09-21T09:17:53.924123+00:00,2026-09-21T09:17:54.563855+00:00
active-diagnostic-agents,openalex,ok,100,151,True,True,,2026-09-21T09:17:54.964799+00:00,2026-09-21T09:17:56.472776+00:00
active-diagnostic-agents,arxiv,ok,0,0,True,False,,2026-09-21T09:17:56.874709+00:00,2026-09-21T09:17:58.632890+00:00
medical-vla,pubmed,ok,3,3,True,False,,2026-09-21T09:17:59.033683+00:00,2026-09-21T09:18:00.031755+00:00
medical-vla,europepmc,ok,3,3,True,False,,2026-09-21T09:18:00.432769+00:00,2026-09-21T09:18:01.347228+00:00
medical-vla,openalex,ok,100,358,True,True,,2026-09-21T09:18:01.748152+00:00,2026-09-21T09:18:03.716398+00:00
medical-vla,arxiv,ok,8,8,True,False,,2026-09-21T09:18:04.118280+00:00,2026-09-21T09:18:04.892597+00:00
adaptive-clinical-measurement,pubmed,ok,0,0,True,False,,2026-09-21T09:18:05.293410+00:00,2026-09-21T09:18:05.506663+00:00
adaptive-clinical-measurement,europepmc,ok,0,0,True,False,,2026-09-21T09:18:05.907395+00:00,2026-09-21T09:18:07.001949+00:00
adaptive-clinical-measurement,openalex,ok,14,14,True,False,,2026-09-21T09:18:07.402660+00:00,2026-09-21T09:18:08.453540+00:00
adaptive-clinical-measurement,arxiv,ok,0,0,True,False,,2026-09-21T09:18:08.854473+00:00,2026-09-21T09:18:09.160723+00:00
capsule-and-luminal-robots,pubmed,ok,12,12,True,False,,2026-09-21T09:18:09.561445+00:00,2026-09-21T09:18:10.701264+00:00
capsule-and-luminal-robots,europepmc,ok,8,8,True,False,,2026-09-21T09:18:11.102498+00:00,2026-09-21T09:18:11.919049+00:00
capsule-and-luminal-robots,openalex,ok,100,119,True,True,,2026-09-21T09:18:12.320071+00:00,2026-09-21T09:18:14.071721+00:00
capsule-and-luminal-robots,arxiv,ok,1,1,True,False,,2026-09-21T09:18:14.473687+00:00,2026-09-21T09:18:16.671425+00:00
ophthalmic-examination,pubmed,ok,6,6,True,False,,2026-09-21T09:18:17.072367+00:00,2026-09-21T09:18:18.150874+00:00
ophthalmic-examination,europepmc,ok,5,5,True,False,,2026-09-21T09:18:18.551797+00:00,2026-09-21T09:18:19.251552+00:00
ophthalmic-examination,openalex,ok,100,488,True,True,,2026-09-21T09:18:19.652407+00:00,2026-09-21T09:18:21.648194+00:00
ophthalmic-examination,arxiv,ok,1,1,True,False,,2026-09-21T09:18:22.050138+00:00,2026-09-21T09:18:22.910601+00:00
dental-examination,pubmed,ok,7,7,True,False,,2026-09-21T09:18:23.311401+00:00,2026-09-21T09:18:24.255487+00:00
dental-examination,europepmc,ok,8,8,True,False,,2026-09-21T09:18:24.656415+00:00,2026-09-21T09:18:25.361210+00:00
dental-examination,openalex,ok,100,486,True,True,,2026-09-21T09:18:25.762324+00:00,2026-09-21T09:18:27.838250+00:00
dental-examination,arxiv,ok,0,0,True,False,,2026-09-21T09:18:28.240342+00:00,2026-09-21T09:18:28.871885+00:00
diagnostic-laboratory-loops,pubmed,ok,0,0,True,False,,2026-09-21T09:18:29.272690+00:00,2026-09-21T09:18:29.504852+00:00
diagnostic-laboratory-loops,europepmc,ok,0,0,True,False,,2026-09-21T09:18:29.905768+00:00,2026-09-21T09:18:30.671926+00:00
diagnostic-laboratory-loops,openalex,ok,54,54,True,False,,2026-09-21T09:18:31.072894+00:00,2026-09-21T09:18:32.217795+00:00
diagnostic-laboratory-loops,arxiv,ok,0,0,True,False,,2026-09-21T09:18:32.619351+00:00,2026-09-21T09:18:34.341922+00:00
multimodal-physical-examination,pubmed,ok,0,0,True,False,,2026-09-21T09:18:34.742906+00:00,2026-09-21T09:18:35.086877+00:00
multimodal-physical-examination,europepmc,ok,0,0,True,False,,2026-09-21T09:18:35.487938+00:00,2026-09-21T09:18:36.264253+00:00
multimodal-physical-examination,openalex,ok,100,113,True,True,,2026-09-21T09:18:36.665193+00:00,2026-09-21T09:18:38.041833+00:00
multimodal-physical-examination,arxiv,ok,0,0,True,False,,2026-09-21T09:18:38.443936+00:00,2026-09-21T09:18:38.714683+00:00
robotic-oct-and-ophthalmic-acquisition,pubmed,ok,0,0,True,False,,2026-09-21T09:18:39.115626+00:00,2026-09-21T09:18:39.336681+00:00
robotic-oct-and-ophthalmic-acquisition,europepmc,ok,0,0,True,False,,2026-09-21T09:18:39.737738+00:00,2026-09-21T09:18:40.630336+00:00
robotic-oct-and-ophthalmic-acquisition,openalex,ok,5,5,True,False,,2026-09-21T09:18:41.031482+00:00,2026-09-21T09:18:41.679788+00:00
robotic-oct-and-ophthalmic-acquisition,arxiv,ok,0,0,True,False,,2026-09-21T09:18:42.080868+00:00,2026-09-21T09:18:42.477992+00:00
stimulation-response-mapping,pubmed,ok,8,8,True,False,,2026-09-21T09:18:42.878981+00:00,2026-09-21T09:18:43.838548+00:00
stimulation-response-mapping,europepmc,ok,7,7,True,False,,2026-09-21T09:18:44.239727+00:00,2026-09-21T09:18:44.949935+00:00
stimulation-response-mapping,openalex,ok,100,615,True,True,,2026-09-21T09:18:45.351088+00:00,2026-09-21T09:18:47.565542+00:00
stimulation-response-mapping,arxiv,ok,2,2,True,False,,2026-09-21T09:18:47.967727+00:00,2026-09-21T09:18:52.796794+00:00
robotic-functional-examination,pubmed,ok,12,12,True,False,,2026-09-21T09:18:53.197849+00:00,2026-09-21T09:18:54.286911+00:00
robotic-functional-examination,europepmc,ok,13,13,True,False,,2026-09-21T09:18:54.688100+00:00,2026-09-21T09:18:55.514124+00:00
robotic-functional-examination,openalex,ok,100,374,True,True,,2026-09-21T09:18:55.915214+00:00,2026-09-21T09:18:58.486696+00:00
robotic-functional-examination,arxiv,ok,0,0,True,False,,2026-09-21T09:18:58.889020+00:00,2026-09-21T09:18:59.737975+00:00
robotic-swabbing-and-blood-collection,pubmed,ok,13,13,True,False,,2026-09-21T09:19:00.138844+00:00,2026-09-21T09:19:01.234807+00:00
robotic-swabbing-and-blood-collection,europepmc,ok,11,11,True,False,,2026-09-21T09:19:01.636164+00:00,2026-09-21T09:19:02.355600+00:00
robotic-swabbing-and-blood-collection,openalex,ok,100,923,True,True,,2026-09-21T09:19:02.756640+00:00,2026-09-21T09:19:05.344974+00:00
robotic-swabbing-and-blood-collection,arxiv,ok,0,0,True,False,,2026-09-21T09:19:05.747181+00:00,2026-09-21T09:19:06.232659+00:00
adaptive-microfluidic-diagnostics,pubmed,ok,12,12,True,False,,2026-09-21T09:19:06.633697+00:00,2026-09-21T09:19:07.929313+00:00
adaptive-microfluidic-diagnostics,europepmc,ok,8,8,True,False,,2026-09-21T09:19:08.330566+00:00,2026-09-21T09:19:09.085863+00:00
adaptive-microfluidic-diagnostics,openalex,ok,100,4650,True,True,,2026-09-21T09:19:09.486863+00:00,2026-09-21T09:19:11.916404+00:00
adaptive-microfluidic-diagnostics,arxiv,ok,1,1,True,False,,2026-09-21T09:19:12.318871+00:00,2026-09-21T09:19:14.091963+00:00
autonomous-assay-development,pubmed,ok,0,0,True,False,,2026-09-21T09:19:14.492925+00:00,2026-09-21T09:19:14.836639+00:00
autonomous-assay-development,europepmc,ok,0,0,True,False,,2026-09-21T09:19:15.237800+00:00,2026-09-21T09:19:15.890709+00:00
autonomous-assay-development,openalex,ok,100,113,True,True,,2026-09-21T09:19:16.291885+00:00,2026-09-21T09:19:17.757732+00:00
autonomous-assay-development,arxiv,ok,0,0,True,False,,2026-09-21T09:19:18.159903+00:00,2026-09-21T09:19:18.646254+00:00
wearable-triggered-testing,pubmed,ok,2,2,True,False,,2026-09-21T09:19:19.047326+00:00,2026-09-21T09:19:20.046954+00:00
wearable-triggered-testing,europepmc,ok,1,1,True,False,,2026-09-21T09:19:20.448188+00:00,2026-09-21T09:19:21.171873+00:00
wearable-triggered-testing,openalex,ok,89,89,True,False,,2026-09-21T09:19:21.572945+00:00,2026-09-21T09:19:23.127202+00:00
wearable-triggered-testing,arxiv,ok,0,0,True,False,,2026-09-21T09:19:23.529392+00:00,2026-09-21T09:19:23.840492+00:00
ambient-adaptive-monitoring,pubmed,ok,2,2,True,False,,2026-09-21T09:19:24.241462+00:00,2026-09-21T09:19:25.136974+00:00
ambient-adaptive-monitoring,europepmc,ok,1,1,True,False,,2026-09-21T09:19:25.538168+00:00,2026-09-21T09:19:26.192494+00:00
ambient-adaptive-monitoring,openalex,ok,100,280,True,True,,2026-09-21T09:19:26.593694+00:00,2026-09-21T09:19:28.470822+00:00
ambient-adaptive-monitoring,arxiv,ok,1,1,True,False,,2026-09-21T09:19:28.873248+00:00,2026-09-21T09:19:29.545610+00:00
capsule-quality-feedback,pubmed,ok,0,0,True,False,,2026-09-21T09:19:29.946798+00:00,2026-09-21T09:19:30.206712+00:00
capsule-quality-feedback,europepmc,ok,0,0,True,False,,2026-09-21T09:19:30.607712+00:00,2026-09-21T09:19:31.221162+00:00
capsule-quality-feedback,openalex,ok,1,1,True,False,,2026-09-21T09:19:31.622241+00:00,2026-09-21T09:19:32.099175+00:00
capsule-quality-feedback,arxiv,ok,0,0,True,False,,2026-09-21T09:19:32.500374+00:00,2026-09-21T09:19:32.776306+00:00
focused-tms-mapping,pubmed,ok,0,0,True,False,,2026-09-21T09:19:33.177459+00:00,2026-09-21T09:19:33.383612+00:00
focused-tms-mapping,europepmc,ok,0,0,True,False,,2026-09-21T09:19:33.784836+00:00,2026-09-21T09:19:34.433752+00:00
focused-tms-mapping,openalex,ok,15,15,True,False,,2026-09-21T09:19:34.834936+00:00,2026-09-21T09:19:35.790577+00:00
focused-tms-mapping,arxiv,ok,0,0,True,False,,2026-09-21T09:19:36.192135+00:00,2026-09-21T09:19:36.527375+00:00
focused-robotic-blood-and-swab,pubmed,ok,0,0,True,False,,2026-09-21T09:19:36.928553+00:00,2026-09-21T09:19:37.310387+00:00
focused-robotic-blood-and-swab,europepmc,ok,0,0,True,False,,2026-09-21T09:19:37.711702+00:00,2026-09-21T09:19:38.792935+00:00
focused-robotic-blood-and-swab,openalex,ok,27,27,True,False,,2026-09-21T09:19:39.194184+00:00,2026-09-21T09:19:40.131133+00:00
focused-robotic-blood-and-swab,arxiv,ok,0,0,True,False,,2026-09-21T09:19:40.532714+00:00,2026-09-21T09:19:40.838570+00:00
focused-robotic-bronchoscopy,pubmed,ok,12,12,True,False,,2026-09-21T09:19:41.239718+00:00,2026-09-21T09:19:42.424905+00:00
focused-robotic-bronchoscopy,europepmc,ok,8,8,True,False,,2026-09-21T09:19:42.826336+00:00,2026-09-21T09:19:43.480718+00:00
focused-robotic-bronchoscopy,openalex,ok,23,23,True,False,,2026-09-21T09:19:43.882079+00:00,2026-09-21T09:19:44.809823+00:00
focused-robotic-bronchoscopy,arxiv,ok,0,0,True,False,,2026-09-21T09:19:45.211343+00:00,2026-09-21T09:19:45.539216+00:00
focused-feedback-microfluidics,pubmed,ok,1,1,True,False,,2026-09-21T09:19:45.940413+00:00,2026-09-21T09:19:46.871155+00:00
focused-feedback-microfluidics,europepmc,ok,1,1,True,False,,2026-09-21T09:19:47.272450+00:00,2026-09-21T09:19:47.894622+00:00
focused-feedback-microfluidics,openalex,ok,100,175,True,True,,2026-09-21T09:19:48.295794+00:00,2026-09-21T09:19:50.388948+00:00
focused-feedback-microfluidics,arxiv,ok,0,0,True,False,,2026-09-21T09:19:50.791357+00:00,2026-09-21T09:19:51.219627+00:00
focused-robotic-assessment-devices,pubmed,ok,0,0,True,False,,2026-09-21T09:19:51.620623+00:00,2026-09-21T09:19:51.841681+00:00
focused-robotic-assessment-devices,europepmc,ok,0,0,True,False,,2026-09-21T09:19:52.242750+00:00,2026-09-21T09:19:52.858830+00:00
focused-robotic-assessment-devices,openalex,ok,14,14,True,False,,2026-09-21T09:19:53.260115+00:00,2026-09-21T09:19:54.007994+00:00
focused-robotic-assessment-devices,arxiv,ok,0,0,True,False,,2026-09-21T09:19:54.409418+00:00,2026-09-21T09:19:54.844238+00:00
wearable-alert-confirmatory-testing,pubmed,ok,3,3,True,False,,2026-09-21T09:19:55.245434+00:00,2026-09-21T09:19:56.213855+00:00
wearable-alert-confirmatory-testing,europepmc,ok,4,4,True,False,,2026-09-21T09:19:56.615079+00:00,2026-09-21T09:19:57.288874+00:00
wearable-alert-confirmatory-testing,openalex,ok,100,2723,True,True,,2026-09-21T09:19:57.690264+00:00,2026-09-21T09:19:59.783269+00:00
wearable-alert-confirmatory-testing,arxiv,ok,0,0,True,False,,2026-09-21T09:20:00.185656+00:00,2026-09-21T09:20:00.793168+00:00
ferrobotic-molecular-testing,pubmed,ok,0,0,True,False,,2026-09-21T09:20:01.194390+00:00,2026-09-21T09:20:01.449242+00:00
ferrobotic-molecular-testing,europepmc,ok,0,0,True,False,,2026-09-21T09:20:01.850489+00:00,2026-09-21T09:20:02.824679+00:00
ferrobotic-molecular-testing,openalex,ok,6,6,True,False,,2026-09-21T09:20:03.225964+00:00,2026-09-21T09:20:03.927471+00:00
ferrobotic-molecular-testing,arxiv,ok,0,0,True,False,,2026-09-21T09:20:04.328681+00:00,2026-09-21T09:20:04.724199+00:00
