record_id,automated_signal,direction,year,title,doi,pmid,pmcid,arxiv_id,url,retrieval_provenance,screening_status
6576c3ba3d5c1362,high,active_observational_sensing,2026,A Dataset for Depth in Robotic Endoscopy with Dynamic Scenarios (DRENDS).,10.1038/s41597-026-07775-2,42575900,PMC13458812,,https://doi.org/10.1038/s41597-026-07775-2,Europe PMC:embodied-endoscopy;OpenAlex:embodied-endoscopy;PubMed:embodied-endoscopy,awaiting_human_title_abstract_screen
6db2f21f60a2f755,high,active_observational_sensing,2026,A Preclinical Multifunctional Capsule Robot with Unified Diagnosis and Targeted Thermal Therapy for Gastrointestinal Diseases,10.1002/advs.77508,,,,https://doi.org/10.1002/advs.77508,Europe PMC:capsule-and-luminal-robots;OpenAlex:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,awaiting_human_title_abstract_screen
42484db61fbaabc8,high,response_based_interactive_diagnosis,2026,An FBG tactile sensor array and self-supervised contrastive learning transformer for tumor depth estimation in robotic palpation,10.1038/s44182-026-00113-z,,,,https://doi.org/10.1038/s44182-026-00113-z,OpenAlex:active-diagnostic-agents;OpenAlex:ophthalmic-examination;OpenAlex:tactile-examination,awaiting_human_title_abstract_screen
fb49e4c4d1fd60a3,high,active_observational_sensing,2026,Autonomous Ultrasound & NIRS Rig for Orbital Redistribution Assessment – Headward Fluid Shift Monitor,10.13140/rg.2.2.33922.64962,,,,https://doi.org/10.13140/rg.2.2.33922.64962,OpenAlex:robotic-ultrasound,awaiting_human_title_abstract_screen
73e7e1c44c3449d0,high,active_observational_sensing,2026,Autonomous Ultrasound Systems: Are We Approaching the Era of Self-Directed Imaging?,10.1002/ajum.70058,42591882,,,https://doi.org/10.1002/ajum.70058,Europe PMC:robotic-ultrasound;PubMed:robotic-ultrasound,awaiting_human_title_abstract_screen
5af35ab35af88061,high,active_observational_sensing,2026,Autonomous robotic ultrasound scanning on complex surfaces: Automatic trajectory generation and disturbance observer-based model predictive admittance control,10.1016/j.conengprac.2026.107240,,,,https://doi.org/10.1016/j.conengprac.2026.107240,OpenAlex:robotic-ultrasound,awaiting_human_title_abstract_screen
0b18dc962647e88e,high,active_observational_sensing,2026,EP13.63: Intraoperative robotic ultrasound for real‐time mapping of rectal deep endometriosis during robotic surgery: case report with imaging insights,10.1002/uog.70305_925,,,,https://doi.org/10.1002/uog.70305_925,OpenAlex:robotic-ultrasound,awaiting_human_title_abstract_screen
f72b93432251fbda,high,cross_cutting_agents,2026,"Electrochemically Active Sensing Materials and Multi-Material Joints in Aerospace Corrosion Health Monitoring: Transduction, Representativeness and Validation Requirements",10.3390/ma19173653,,,,https://doi.org/10.3390/ma19173653,OpenAlex:active-diagnostic-agents,awaiting_human_title_abstract_screen
332c16544756a9fa,high,active_observational_sensing,2026,End-to-end framework integrating generative AI and deep reinforcement learning for autonomous ultrasound scanning.,10.1016/j.compmedimag.2026.102819,42748510,,,https://pubmed.ncbi.nlm.nih.gov/42748510/,Europe PMC:robotic-ultrasound;OpenAlex:robotic-ultrasound;PubMed:robotic-ultrasound,awaiting_human_title_abstract_screen
263c02d1af4e339f,high,active_observational_sensing,2026,From Self-Normal-Positioning to Omni-Directional Tracking: Real-Time Surface Modeling Enabled Probe Tilt Control for Robotic Ultrasound Imaging,10.48550/arxiv.2608.11409,,,2608.11409v1,https://doi.org/10.48550/arxiv.2608.11409,OpenAlex:robotic-ultrasound;arXiv:robotic-ultrasound,awaiting_human_title_abstract_screen
eaffedbf7f2fa937,high,active_observational_sensing,2026,"Review of Gastrointestinal Capsule Robots: Materials, Actuation, Diagnostics, and Therapeutics",10.1002/advs.76800,,,,https://doi.org/10.1002/advs.76800,OpenAlex:adaptive-clinical-measurement;OpenAlex:capsule-and-luminal-robots;OpenAlex:diagnostic-sampling;OpenAlex:embodied-endoscopy;PubMed:capsule-and-luminal-robots,awaiting_human_title_abstract_screen
